table_id,game_id,player_name,player_type,game_result,game_reason,blind_type,final_hand,beginning_balance,game_start_balance,game_end_balance,game_net_change
42,4101,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,100000,99990,-10
42,4102,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,99990,99980,-10
42,4103,players_3,AlwaysCallPlayer,won,won_game,small,straight,100000,99980,100030.0,50.0
42,4104,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,100030.0,99820.0,-210.0
42,4105,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99820.0,99810.0,-10.0
42,4106,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99810.0,99800.0,-10.0
42,4107,players_3,AlwaysCallPlayer,lost,lost_game,None,straight,100000,99800.0,99790.0,-10.0
42,4108,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99790.0,99380.0,-410.0
42,4109,players_3,AlwaysCallPlayer,lost,lost_game,small,two_pair,100000,99380.0,99170.0,-210.0
42,4110,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,99170.0,99160.0,-10.0
42,4111,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,99160.0,99150.0,-10.0
42,4112,players_3,AlwaysCallPlayer,won,won_game,None,full_house,100000,99150.0,99170.0,20.0
42,4113,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,99170.0,99160.0,-10.0
42,4114,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99160.0,99150.0,-10.0
42,4115,players_3,AlwaysCallPlayer,lost,lost_game,small,one_pair,100000,99150.0,99140.0,-10.0
42,4116,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,99140.0,98930.0,-210.0
42,4117,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,98930.0,98920.0,-10.0
42,4118,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,98920.0,98910.0,-10.0
42,4119,players_3,AlwaysCallPlayer,won,won_game,None,straight,100000,98910.0,99460.0,550.0
42,4120,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,99460.0,99450.0,-10.0
42,4121,players_3,AlwaysCallPlayer,lost,lost_game,small,high_card,100000,99450.0,99440.0,-10.0
42,4122,players_3,AlwaysCallPlayer,lost,lost_game,big,two_pair,100000,99440.0,99430.0,-10.0
42,4123,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,99430.0,99420.0,-10.0
42,4124,players_3,AlwaysCallPlayer,won,won_game,None,one_pair,100000,99420.0,99470.0,50.0
42,4125,players_3,AlwaysCallPlayer,lost,lost_game,None,three_of_kind,100000,99470.0,99460.0,-10.0
42,4126,players_3,AlwaysCallPlayer,lost,lost_game,None,three_of_kind,100000,99460.0,99450.0,-10.0
42,4127,players_3,AlwaysCallPlayer,won,won_game,small,full_house,100000,99450.0,99500.0,50.0
42,4128,players_3,AlwaysCallPlayer,won,won_game,big,three_of_kind,100000,99500.0,101050.0,1550.0
42,4129,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,101050.0,101040.0,-10.0
42,4130,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,101040.0,100730.0,-310.0
42,4131,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,100730.0,100720.0,-10.0
42,4132,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,100720.0,100310.0,-410.0
42,4133,players_3,AlwaysCallPlayer,lost,lost_game,small,high_card,100000,100310.0,99900.0,-410.0
42,4134,players_3,AlwaysCallPlayer,lost,lost_game,big,three_of_kind,100000,99900.0,99590.0,-310.0
42,4135,players_3,AlwaysCallPlayer,won,won_game,None,full_house,100000,99590.0,99592.0,2.0
42,4136,players_3,AlwaysCallPlayer,won,won_game,None,full_house,100000,99592.0,99642.0,50.0
42,4137,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,99642.0,99632.0,-10.0
42,4138,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99632.0,99622.0,-10.0
42,4139,players_3,AlwaysCallPlayer,lost,lost_game,small,one_pair,100000,99622.0,99612.0,-10.0
42,4140,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,99612.0,99602.0,-10.0
42,4141,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99602.0,99592.0,-10.0
42,4142,players_3,AlwaysCallPlayer,lost,lost_game,None,three_of_kind,100000,99592.0,99582.0,-10.0
42,4143,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,99582.0,98872.0,-710.0
42,4144,players_3,AlwaysCallPlayer,won,won_game,None,one_pair,100000,98872.0,98922.0,50.0
42,4145,players_3,AlwaysCallPlayer,lost,lost_game,small,one_pair,100000,98922.0,98912.0,-10.0
42,4146,players_3,AlwaysCallPlayer,lost,lost_game,big,high_card,100000,98912.0,98802.0,-110.0
42,4147,players_3,AlwaysCallPlayer,won,won_game,None,flush,100000,98802.0,98852.0,50.0
42,4148,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,98852.0,98742.0,-110.0
42,4149,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,98742.0,98732.0,-10.0
42,4150,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,98732.0,98722.0,-10.0
42,4151,players_3,AlwaysCallPlayer,lost,lost_game,small,high_card,100000,98722.0,98712.0,-10.0
42,4152,players_3,AlwaysCallPlayer,lost,lost_game,big,high_card,100000,98712.0,98702.0,-10.0
42,4153,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,98702.0,98292.0,-410.0
42,4154,players_3,AlwaysCallPlayer,lost,lost_game,None,three_of_kind,100000,98292.0,98282.0,-10.0
