table_id,game_id,player_name,player_type,game_result,game_reason,blind_type,final_hand,beginning_balance,game_start_balance,game_end_balance,game_net_change
41,4001,players_3,AlwaysCallPlayer,won,won_game,None,full_house,100000,100000,100050.0,50.0
41,4002,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,100050.0,99940.0,-110.0
41,4003,players_3,AlwaysCallPlayer,won,won_game,small,flush,100000,99940.0,100560.0,620.0
41,4004,players_3,AlwaysCallPlayer,won,won_game,big,flush,100000,100560.0,100610.0,50.0
41,4005,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,100610.0,100600.0,-10.0
41,4006,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,100600.0,100290.0,-310.0
41,4007,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,100290.0,100280.0,-10.0
41,4008,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,100280.0,99570.0,-710.0
41,4009,players_3,AlwaysCallPlayer,lost,lost_game,small,one_pair,100000,99570.0,98760.0,-810.0
41,4010,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,98760.0,98150.0,-610.0
41,4011,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,98150.0,97940.0,-210.0
41,4012,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,97940.0,97930.0,-10.0
41,4013,players_3,AlwaysCallPlayer,lost,lost_game,None,high_card,100000,97930.0,97220.0,-710.0
41,4014,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,97220.0,97110.0,-110.0
41,4015,players_3,AlwaysCallPlayer,lost,lost_game,small,two_pair,100000,97110.0,96900.0,-210.0
41,4016,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,96900.0,96890.0,-10.0
41,4017,players_3,AlwaysCallPlayer,lost,lost_game,None,two_pair,100000,96890.0,96880.0,-10.0
41,4018,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,96880.0,96770.0,-110.0
41,4019,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,96770.0,96760.0,-10.0
41,4020,players_3,AlwaysCallPlayer,won,won_game,None,two_pair,100000,96760.0,96810.0,50.0
41,4021,players_3,AlwaysCallPlayer,lost,lost_game,small,high_card,100000,96810.0,96200.0,-610.0
41,4022,players_3,AlwaysCallPlayer,lost,lost_game,big,one_pair,100000,96200.0,96190.0,-10.0
41,4023,players_3,AlwaysCallPlayer,lost,lost_game,None,one_pair,100000,96190.0,95580.0,-610.0
